category,skintype,name,brand,price,rating,ingredients
2,15,Evercalm™ Overnight Recovery Balm,REN CLEAN SKINCARE,48,4.9,"['coco caprylate caprate', 'glycerin', 'water', 'almond borage linseed olive acids glycerides', 'polyglyceryl 6 distearate', 'jojoba esters', 'oryza sativa starch', 'cetyl alcohol', 'glyceryl stearate', 'helianthus annuus sunflower seed unsaponifiables', 'glyceryl caprylate', 'polyglyceryl 3 beeswax', 'sodium stearoyl glutamate', 'benzyl alcohol', 'parfum parfume', 'hippophae rhamnoides', 'tocopherol', 'magnesium carboxymethyl beta glucan', 'dehydroacetic acid', 'eclipta prostrata', 'eclipta prostrata leaf', 'moringa oleifera seed', 'helianthus annuus sunflower seed', 'rosmarinus officinalis leaf', 'citronellol', 'geraniol', 'limonene', 'linalool 100 parfume']"
6,4,Oil-Control Mattifier SPF 15 PA++,MURAD,40,4.2,"['water', 'cyclopentasiloxane', 'bis peg ppg14 14 dimethicone', 'dimethicone crosspolymer', 'corn starch modified', 'butylene glycol', 'chitosan', 'ascorbic acid', 'polyglyceryl 3 polydimethylsiloxyethyl dimethicone', 'triethoxysilylethyl polydimethylsiloxyethyl hexyl dimethicone', 'farnesyl acetate', 'panthenyl triacetate', 'argania spinosa kernel', 'serenoa serrulata fruit', 'sesamum indicum sesame seed', 'punica granatum seed', 'sodium pca', 'betaine', 'sorbitol', 'glycine', 'alanine', 'proline', 'serine', 'threonine', 'arginine', 'lysine', 'glutamic acid', 'capryloyl glycine', 'sarcosine', 'cinnamomum zeylanicum bark', 'aluminum starch octenylsuccinate', 'acrylates copolymer', 'magnesium carbonate', 'melaleuca alternifolia tea tree leaf', 'tocopheryl acetate', 'lauryl methacrylate glycol dimethacrylate crosspolymer', 'dicaprylyl ether', 'niacinamide', 'yeast faex', 'aesculus hippocastanum horse chestnut seed', 'titanium dioxide', 'algae', 'ammonium glycyrrhizate', 'panthenol', 'zinc gluconate', 'caffeine', 'xanthan gum', 'acrylates crosspolymer', 'polyglyceryl 2 dipolyhydroxystearate', 'biotin', 'salix alba willow bark', 'aminomethyl propanol', 'disodium edta', 'sodium chloride', 'propyl gallate', 'phenoxyethanol', 'chlorphenesin']"
2,4,Counter Balance™ Oil Control Hydrator,OLEHENRIKSEN,34,4.3,"['water', 'butylene glycol', 'glycerin', 'caprylic capric triglyceride', 'dimethicone', 'acrylates c10 30 alykyl acrylate crosspolymer', 'methyl methacrylate crosspolymer', 'sodium hydroxide', 'polysorbate 20', 'linoleic acid', 'phenoxyethanol', 'glycolic acid', 'lactic acid', 'melia azadirachta seed', 'avena sativa oat kernel flour', 'methyl gluceth 20', 'caprylyl glycol', 'linolenic acid', 'salicylic acid', 'mentha piperita peppermint', 'enantia chlorantha bark', 'macrocystis pyrifera kelp', 'eucalyptus globulus leaf', 'chondrus crispus carrageenan', 'camellia sinensis leaf', 'tocopheryl acetate', 'hexylene glycol', 'ethylhexylglycerin', 'dimethicone crosspolymer', 'bisabolol', 'allantoin', 'phytic acid', 'parfume', 'saccarhide isomerate', 'rosa canina fruit', 'tocopherol', 'sodium hyaluronate', 'oleanolic acid', 'limonene']"
8,2,Ultra Facial Oil-Free Gel-Cream,KIEHL'S SINCE 1851,29,4.1,"['water', 'glycerin', 'alcohol denat', 'dimethicone', 'isononyl isononanoate', 'carbomer', 'imperata cylindrica root', 'dimethiconol', 'caprylyl glycol', 'chlorphenesin', 'sodium hydroxide', 'xanthan gum', 'pseudoalteromonas ferment', 'tetrasodium edta', 'tocopheryl acetate', 'menthoxypropanediol', 'phenoxyethanol', 'biosaccharide gum 1', 'acrylates c10 30 alkyl acrylate crosspolymer']"
8,15,Ultra Repair® Hydrating Serum,FIRST AID BEAUTY,36,4.2,"['water', 'glycerin', 'soluble collagen', 'methyl gluceth 20', 'colloidal oatmeal', 'palmitoyl tripeptide 5', 'chrysanthemum parthenium feverfew', 'camellia sinensis leaf', 'glycyrrhiza glabra licorice root', 'acrylates c10 30 alkyl acrylate crosspolymer', 'caprylyl glycol', 'hydroxyethyl cellulose', 'allantoin', 'panthenol', 'hyaluronic acid', 'sodium pca', 'aloe barbadensis leaf juice', 'leuconostoc radish root ferment filtrate', 'maltodextrin', 'phenoxyethanol', 'sodium hydroxide', 'sodium nitrate', 'disodium phosphate', 'polysorbate 60', 'sodium phosphate', 'edta', 'glyoxal']"
2,15,100% Squalane Oil,BIOSSANCE,58,4.6,[]
2,15,Ultra Repair Face Moisturizer,FIRST AID BEAUTY,24,4.2,"['water', 'glyceryl stearate se', 'glycerin', 'caprylic capric triglyceride', 'cetyl alcohol', 'collodial oatmeal', 'dimethicone', 'squalane', 'urea', 'allantoin', 'ceramide np', 'butyrospermum parkii shea butter', 'limnanthes alba meadowfoam seed', 'persea gratissima avocado', 'chrysanthemum parthenium feverfew', 'camellia sinensis leaf', 'glycyrrhiza glabra licorice root', 'caprylyl glycol', 'phenoxyethanol', 'carbomer', 'sodium hydroxide', 'leuconostoc radish root ferment filtrate', 'edta']"
2,6,Skin Perfecting Lotion - Blemish Prone/Oily Skin,MURAD,40,4.3,"['water', 'dicaprylyl maleate', 'c12 15 alkyl benzoate', 'butylene glycol', 'glycerin', 'sorbitan stearate', 'squalane', 'stearic acid', 'retinol', 'caprylic capric triglyceride', 'urea', 'yeast amino acids', 'trehalose', 'inositol', 'taurine', 'betaine', 'arnica montana flower', 'epilobium angustifolium flower leaf stem', 'hydrolyzed soy flour', 'spiraea ulmaria', 'mel mel', 'cetyl stearyl alcohol', 'ceteareth20', 'talc', 'glycolipids', 'sodium hyaluronate', 'panthenol', 'lecithin', 'avena sativa oat kernel protein', 'tocopherol', 'magnesium ascorbyl phosphate', 'chondrus crispus carrageenan', 'dimethicone', 'sodium pca', 'allantoin', 'sclerotium gum', 'carbomer', 'disodium edta', 'aminomethyl propanol', 'phenoxyethanol', 'caprylyl glycol', 'chlorphenesin', 'citrus aurantium dulcis orange fruit']"
2,15,The Moisturizing Soft Lotion,LA MER,270,3.6,"['algae seaweed', 'petrolatum', 'isocetyl stearoyl stearate', 'butyrospermum parkii shea butter', 'butylene glycol', 'cyclopentasiloxane', 'dimethicone', 'glyceryl stearate', 'cetyl esters', 'phenyl trimethicone', 'diethylhexyl succinate', 'cyclohexasiloxane', 'cholesterol', 'steareth 10', 'glyceryl stearate se', 'polysilicone 11', 'sesamum indicum sesame seed', 'medicago sativa alfalfa seed powder', 'helianthus annuus sunflower seedcake', 'prunus amygdalus dulcis sweet almond seed meal', 'eucalyptus globulus eucalyptus leaf', 'sodium gluconate', 'copper gluconate', 'calcium gluconate', 'magnesium gluconate', 'zinc gluconate', 'tocopheryl succinate', 'niacin', 'sesamum indicum sesame seed powder', 'water', 'salicornia herbacea', 'sigesbeckia orientalis st pauls wort', 'citrus aurantifolia lime peel', 'sea salt maris sal sel marin', 'chlorella vulgaris', 'hydrolyzed rice', 'micrococcus lysate', 'laminaria digitata', 'plankton', 'caffeine', 'glucose oxidase', 'trehalose', 'sucrose', 'acetyl hexapeptide 8', 'lactoperoxidase', 'hydrolyzed algin', 'glyceryl dilaurate', 'alcaligenes polysaccharides', 'isohexadecane', 'caprylic capric triglyceride', 'dipalmitoyl hydroxyproline', 'distearyldimonium chloride', 'glycerin', 'tocopheryl acetate', 'steareth 21', 'polyquaternium 51', 'saccharide isomerate', 'tetrahexyldecyl ascorbate', 'sodium pca', 'urea', 'glucose', 'polysorbate 80', 'sodium hyaluronate', 'cetyl alcohol', 'alcohol denat', 'acrylamide sodium acryloyldimethyltaurate copolymer', 'parfume', 'lecithin', 'bht', 'linalool', 'citronellol', 'hydroxycitronellal', 'geraniol', 'limonene', 'benzyl salicylate', 'phenoxyethanol']"
12,4,Acne Solutions BB Cream Broad Spectrum SPF 40,CLINIQUE,39,4.1,"['octinoxate 75', 'octisalate 20', 'titanium dioxide 16', 'methyl trimethicone', 'alcohol', 'ethylhexyl palmitate', 'peg9 polydimethylsiloxyethyl dimethicone', 'propanediol', 'glycerin', 'glyceryl caprylate', 'peg3 dimethicone', 'dimethicone', 'tocopheryl acetate', 'lecithin', 'triethoxycaprylylsilane', 'stearyl glycyrrhetinate', 'sorbitan sesquiisostearate', 'sodium hyaluronate', 'pyridoxine hcl', 'stearic acid', 'hesperidin methyl chalcone', 'palmitoyl tetrapeptide 7', 'sodium chloride', 'aluminum hydroxide', 'steareth 20', 'dipeptide 2', 'silica', 'sodium citrate', 'phenoxyethanol', 'mica', 'iron oxides iron oxides', 'iron oxides iron oxides', 'iron oxides iron oxides', 'titanium dioxide color index77891']"
8,0,Benefiance WrinkleResist24 Night Emulsion,SHISEIDO,63,4.3,"['water', 'glycerin', 'dipropylene glycol', 'pentaerythrityl tetraethylhexanoate', 'mineral paraffinum liquidum', 'dimethicone', 'sd alcohol 40 b alcohol denat', 'petrolatum', 'hydrogenated polydecene', 'glyceryl stearate se', 'behenyl alcohol', 'peg6', 'peg32', 'squalane', 'peg5 glyceryl stearate', 'phenoxyethanol', 'stearic acid', 'isostearic acid', 'behenic acid', 'parfume parfum', 'microcrystalline wax cera microcristallina', 'carbomer', 'peg ppg17 4 dimethyl ether', 'phytosteryl macadamiate', 'alcohol', 'potassium hydroxide', 'tocopheryl acetate', 'dipotassium glycyrrhizate', 'butylene glycol', 'disodium edta', 'butylphenyl methylpropional', 'sodium metaphosphate', 'limonene', 'linalool', 'sapindus mukurossi peel sapindus mukurossi', 'citronellol', 'alpha isomethyl ionone', 'geraniol', 'benzyl benzoate', 'hexyl cinnamal', 'uncaria gambir uncaria gambir', 'sodium acetylated hyaluronate', 'hydroxyproline', 'hypericum erectum', 'iron oxides iron oxides', 'chlorella vulgaris', 'tocopherol']"
2,15,Resveratrol Lift Night Infusion Cream,CAUDALIE,76,4.1,"['water', 'glycerin', 'butylene glycol', 'isononyl isononanoate', 'caprylic capric triglyceride', 'cetyl stearyl alcohol', 'hydrogenated vegetable', 'vitis vinifera grape seed', 'peg20 stearate', 'squalane', 'citrus aurantium amara bitter orange flower', 'butyrospermum parkii shea butter', 'carbomer', 'palmitoyl grapevine shoot', 'parfum parfume', 'caprylyl glycol', 'potassium sorbate', 'polyglyceryl 10 pentaoleate', 'palmitoyl grape seed', 'xanthan gum', 'tocopheryl acetate', 'sodium hydroxide', 'verbena officinalis', 'tilia cordata', 'ceramide 3', 'sodium hyaluronate', 'acrylates c10 30 alkyl acrylate crosspolymer', 'sodium carboxymethyl beta glucan', 'tocopherol', 'helianthus annuus sunflower seed', 'linalool', 'limonene', 'coumarin', 'butylphenyl methylpropional']"
6,15,Essential-C Day Moisture Broad Spectrum SPF 30 PA+++,MURAD,63,4.0,"['water', 'butylene glycol', 'stearic acid', 'diisopropyl sebacate', 'cocoglycerides', 'lauryl lactate', 'glyceryl stearate', 'peg100 stearate', 'isodecyl neopentanoate', 'dimethicone', 'cetyl alcohol', 'cetyl phosphate', 'urea', 'yeast amino acids', 'trehalose', 'inositol', 'taurine', 'betaine', 'phospholipids', 'retinyl palmitate', 'tocopheryl acetate', 'ascorbyl palmitate', 'pelvetia canaliculata', 'ectoin', 'ginkgo biloba leaf', 'grape seed', 'passiflora incarnata', 'tetrahexyldecyl ascorbate', 'sodium pca', 'panthenol', 'tripleurospermum maritimum', 'zinc gluconate', 'ethyl linoleate', 'magnesium aluminum silicate', 'xanthan gum', 'aminomethyl propanol', 'disodium edta', 'phenoxyethanol', 'caprylyl glycol', 'chlorphenesin', 'limonene', 'linalool', 'parfume', 'yellow 6 color index15985', 'red 33 color index17200 allergen']"
6,0,Moisture Surge CC Cream Hydrating Colour Corrector Broad Spectrum SPF 30,CLINIQUE,39,3.8,"['water', 'squalane', 'octyldodecyl neopentanoate', 'butylene glycol', 'propanediol', 'glyceryl stearate', 'behenyl alcohol', 'peg40 stearate', 'polyglyceryl 10 pentastearate', 'aloe barbadensis leaf', 'thermus thermophillus ferment', 'trehalose', 'caffeine', 'glycerin', 'linoleic acid', 'lecithin', 'stearic acid', 'hydrogenated lecithin', 'sorbitol', 'polyglyceryl 6 polyricinoleate', 'tocopheryl acetate', 'ammonium acryloyldimethyltaurate vp copolymer', 'sodium stearoyl lactylate', 'sodium hyaluronate', 'tetrahexyldecyl ascorbate', 'pentaerythrityl tetra di t butyl hydroxyhydrocinnamate', 'isopropyl titanium triisostearate', 'synthetic fluorphlogopite', 'xanthan gum', 'silica', 'alumina', 'sodium dehydroacetate', 'tin oxide', 'disodium edta', 'phenoxyethanol', 'mica', 'titanium dioxide color index77891', 'iron oxides iron oxides', 'iron oxides iron oxides', 'iron oxides iron oxides']"
8,15,Future Solution LX Total Regenerating Cream,SHISEIDO,280,4.0,"['dipropylene glycol', 'glycerin', 'dimethicone', 'butylene glycol', 'xylitol', 'piperidinepropionic acid', 'petrolatum', 'mineral paraffinum liquidum huile minerale', 'diisostearyl malate', 'myristyl myristate', 'pentaerythrityl tetrabehenate benzoate ethylhexanoate', 'behenyl alcohol', 'glyceryl stearate se', 'stearyl alcohol', 'pentaerythrityl tetraethylhexanoate', 'batyl alcohol', 'dimethicone crosspolymer', 'beheneth 20', 'phenoxyethanol', 'dimethylacrylamide sodium acryloyldimethyltaurate crosspolymer', 'parfume', 'sorbitan tristearate', 'sodium methyl stearoyl taurate', 'peg ppg17 4 dimethyl ether', 'tocopheryl acetate', 'sodium citrate', 'bht', 'xanthan gum', 'trisodium edta', 'sodium metabisulfite', 'linalool', 'citric acid', 'sodium metaphosphate', 'iron oxides iron oxides', 'phytosteryl octyldodecyl lauroyl glutamate', 'butylphenyl methylpropional', 'alcohol', 'limonene', 'alpha isomethyl ionone', 'citronellol', 'geraniol', 'benzyl benzoate', 'prunus speciosa leaf', 'angelica acutiloba root', 'iron oxides iron oxides', 'sanguisorba officinalis root', 'isodonis japonicus leaf stalk', 'camellia sinensis leaf', 'tocopherol']"
2,6,Multi-Active Night Cream - Normal to Combination Skin,CLARINS,57,4.2,"['water', 'glycerin', 'isononyl isononanoate', 'caprylic capric triglyceride', 'butyro spermum parkii shea butter', 'cetyl stearyl alcohol', 'ammonium acryloyldimethyltaurate vp copolymer', 'propanediol', 'glyceryl stearate', 'peg100 stearate', 'parfume', 'cetearyl glucoside', 'dimethicone', 'methyl methacrylate crosspolymer', 'dipsacus sylvestris', 'caprylyl glycol', 'ethylhexylglycerin', 'tocopheryl acetate', 'cellulose', 'disodium edta', 'sodium hyaluronate', 'alcohol', 'eschscholtzia californica flower leaf stem', 'actinidia chinensis kiwi fruit', 'butylene glycol', 'diospyros mespili formis leaf', 'maltodextrin', 'tetrasodium edta', 'sanicula europaea', 'phenoxyethanol', 'lapsana communis flower leaf stem', 'furcellaria lumbricalis', 'sodium citrate', 'potassium sorbate', 'citric acid', 'glycolic acid', 'lactic acid', 'maris sal sea salt sel marin', 'polyvinyl alcohol', 'copper palmitoyl heptapeptide 14', 'heptapeptide 15 palmitate']"
2,0,Volcanic Elixir Polynesian Beauty Oil,FARSÁLI,39,4.5,['calophyllum tacamahaca seed']
2,0,Maracuja Oil,TARTE,48,4.4,"['passiflora edulis seed', 'tocopherol']"
2,0,Ibuki Refining Moisturizer,SHISEIDO,45,4.1,"['water glycerin', 'butylene glycol', 'dipropylene glycol', 'hydrogenated polydecene', 'triethylhexanoin', 'hdi trimethylol hexyllactone crosspolymer', 'dimethicone', 'glyceryl stearate se', 'trehalose', 'peg5 glyceryl stearate', 'behenyl alcohol', 'phenoxyethanol', 'stearic acid', 'isostearic acid', 'behenic acid', 'alcohol', 'carbomer', 'aminopropyl dimethicone', 'betaine', 'parfume', 'silica', 'potassium hydroxide', 'glycyl glycine', 'sodium metabisulfite', 'disodium edta', 'limonene', 'hexyl cinnamal', 'butylphenyl methylpropional', 'benzyl benzoate', 'linalool', 'paeonia albiflora root', 'witch hazel leaf', 'lamium album flower', 'citrus junos seed', 'tocopherol', 'zingiber aromaticus', 'benzoic acid']"
2,7,Ibuki Refining Moisturizer Enriched,SHISEIDO,45,4.4,"['water', 'glycerin', 'cetyl ethylhexanoate', 'butylene glycol', 'dimethicone', 'xylitol', 'hydrogenated polydecene', 'methyl methacrylate crosspolymer', 'peg60 glyceryl isostearate', 'alcohol denat', 'stearyl alcohol', 'petrolatum', 'glyceryl stearate', 'behenyl alcohol', 'trehalose', 'peg10 dimethicone', 'titanium dioxide color index77891', 'dimethicone crosspolymer', 'silica', 'hydrogenated palm', 'phenoxyethanol', 'mica', 'elaeis guineensis palm kernel', 'elaeis guineensis palm', 'methylparaben', 'alcohol', 'parfume parfum', 'betaine', 'sodium citrate', 'glycyl glycine', 'tin oxide', 'disodium edta', 'acrylates c10 30 alkyl acrylate crosspolymer', 'limonene', 'citric acid', 'hexyl cinnamal', 'butylphenyl methylpropional', 'benzyl benzoate', 'linalool', 'sodium polyacrylate', 'paeonia albiflora root', 'hamamelis virginiana witch hazel leaf', 'citronellol', 'lamium album flower', 'citrus junos seed', 'potassium hydroxide', 'tocopherol', 'zingiber aromaticus', 'benzoic acid']"
2,15,The Renewal Oil Mini,LA MER,130,4.0,"['limnanthes alba meadowfoam seed', 'dimethicone', 'caprylic capric triglyceride', 'water', 'trisiloxane', 'prunus amygdalus dulcis sweet almond', 'simmondsia chinensis jojoba seed', 'polydecene', 'hydrogenated polydecene', 'butylene glycol', 'propanediol', 'glycerin', 'algae seaweed', 'brassica campestris rapeseed seed', 'helianthus annuus sunflower seed', 'sesamum indicum sesame seed', 'eucalyptus globulus eucalyptus leaf', 'camelina sativa seed', 'oxycoccus palustris cranberry seed', 'olea europaea olive fruit', 'hippophae rhamnoides', 'medicago sativa alfalfa seed powder', 'helianthus annuus sunflower seedcake', 'prunus amygdalus dulcis sweet almond seed meal', 'sodium gluconate', 'copper gluconate', 'calcium gluconate', 'magnesium gluconate', 'zinc gluconate', 'tocopheryl succinate', 'niacin', 'sesamum indicum sesame seed powder', 'laminaria ochroleuca', 'laminaria saccharina', 'hydrolyzed algin', 'sea salt maris sal sel marin', 'chlorella vulgaris', 'salicornia herbacea', 'sigesbeckia orientalis st pauls wort', 'laminaria digitata', 'rosmarinus officinalis rosemary leaf', 'magnolia officinalis bark', 'yeast faex extrait de levure', 'crithmum maritimum', 'commiphora mukul resin', 'citrus aurantifolia lime peel', 'molasses saccharum officinarum extrait de melasse', 'sucrose', 'acetyl hexapeptide 8', 'acetyl glucosamine', 'caffeine', 'tocopheryl acetate', 'phenyl trimethicone', 'sodium chloride', 'tetrahexyldecyl ascorbate', 'alcohol denat', 'parfume', 'hexyl cinnamal', 'linalool', 'amyl cinnamal', 'geraniol', 'limonene', 'citral', 'benzyl benzoate', 'coumarin', 'citronellol', 'bht', 'phenoxyethanol', 'yellow 5 color index19140', 'yellow 6 color index15985']"
2,15,The Method: Nourish,LANCER,125,4.5,"['water', 'caprylic capric triglyceride', 'glycerin', 'c12 15 alkyl benzoate', 'dimethicone', 'butyrospermum parkii shea butter', 'squalane', 'cetyl alcohol', 'glyceryl stearate', 'peg100 stearate', 'stearic acid', 'dimethicone crosspolymer', 'cetyl phosphate', 'vitis vinifera grape juice', 'tropaeolum majus', 'persea gratissima avocado', 'olea europaea olive fruit', 'hydrolyzed rice protein', 'hexapeptide 48 hcl', 'dipotassium glycyrrhizate', 'sodium hyaluronate crosspolymer', 'phytosterols', 'raspberry seed tocopheryl succinate aminopropanediol esters', 'polyglyceryl 4 diisostearate polyhydroxystearate sebacate', 'carbomer', 'ethylhexyl stearate', 'disodium edta', 'sodium isostearate', 'aminomethyl propanol', 'propanediol', 'caprylyl glycol', 'chlorphenesin', 'ethylhexylglycerin', 'phenoxyethanol', 'pentylene glycol', 'parfume', 'limonene']"
2,0,BIENFAIT MULTI-VITAL NIGHT - High Potency Night Moisturizing Cream VITA-NUTRI 8™,LANCÔME,52,4.5,"['water', 'dimethicone', 'hydrogenated polyisobutene', 'mineral', 'glycerin', 'cetyl alcohol', 'butylene glycol', 'peg100 stearate', 'glyceryl stearate', 'rice bran', 'corn', 'hydroxyethylpiperazine ethane sulfonic acid', 'yellow 6', 'yellow 5', 'c13 14 isoparaffin', 'tocopheryl acetate', 'tocopherol', 'ascorbyl glucoside', 'hydroxycitronellal', 'phenoxyethanol', 'magnesium aspartate', 'wheat germ', 'polyacrylamide', 'chlorhexidine digluconate', 'polycaprolactone', 'panthenol', 'pentaerythrityl tetra di t butyl hydroxyhydrocinnamate', 'benzyl salicylate', 'benzyl alcohol', 'linalool', 'zinc gluconate', 'caprylyl glycol', 'alpha isomethyl ionone', 'copper gluconate', 'sorbitan tristearate', 'microcrystalline wax', 'paraffin', 'sesame seed', 'retinyl palmitate', 'butylphenyl methylpropional', 'laureth 7', 'hexyl cinnamal', 'soybean', 'parfume']"
2,15,Gold Camellia Beauty Oil,TATCHA,95,4.6,"['caprylic capric triglyceride', 'ethylhexyl palmitate', 'squalane olive origin', 'camellia japonica seed', 'parfume', 'polyglyceryl 10 pentaisostearate', 'dimer dilinoleyl dimer dilinoleate', 'phytosteryl macadamiate macadamia', 'oryza sativa rice germ', 'water', 'tocopherol', 'stearyl glycyrrhetinate licorice', 'oryzanol rice bran', 'inositol rice', 'camellia sinensis green tea leaf', 'alcohol', 'glycerin', 'algae', 'gold', 'phenoxyethanol']"
8,15,Ferulic + Retinol Wrinkle Recovery Overnight Serum,DR. DENNIS GROSS SKINCARE,88,4.4,"['water', 'dicaprylyl carbonate', 'niacinamide', 'cetyl alcohol', 'propanediol', 'isostearyl alcohol', 'jojoba esters', 'retinol', 'ferulic acid', 'collagen amino acids', 'sodium hyaluronate', 'hexylresorcinol', 'ellagic acid', 'gallic acid', 'silybum marianum ethyl ester', 'tocopherol', 'phospholipids', 'camellia sinensis leaf', 'linoleic acid', 'linolenic acid', 'mandelic acid', 'lactic acid', 'sodium pca', 'retinyl palmitate carrot polypeptide', 'retinyl palmitate', 'glycerin', 'evodia rutaecarpa fruit', 'helianthus annuus sunflower seed wax', 'acacia decurrens flower wax', 'glycine soja soybean', 'caprylic capric triglyceride', 'polyglycerin 3', 'tricaprylin', 'acrylates carbamate copolymer', 'butylene glycol', 'bht', 'butylene glycol cocoate', 'acrylates c10 30 alkyl acrylate crosspolymer', 'polymethyl methacrylate', 'xanthan gum', 'ethylcellulose', 'disodium edta', 'sodium hydroxide', 'citrus aurantium bergamia bergamot fruit', 'citrus limon lemon peel', 'lavandula angustifolia lavender flower leaf stem', 'octoxynol 9', 'phenoxyethanol']"
6,15,Camera Ready CC Cream Broad Spectrum SPF 30 Dark Spot Correcting,SMASHBOX,42,3.9,"['octinoxate 750', 'octisalate 400', 'oxybenzone 250', 'titanium dioxide 110', 'water', 'dimethicone', 'butylene glycol', 'propanediol', 'glyceryl stearate', 'phenyl trimethicone', 'behenyl alcohol', 'trioctyldodecyl citrate', 'polymethylsilsesquioxane', 'ascorbyl glucoside', 'peg40 stearate', 'polyglyceryl 10 pentastearate', 'octyldodecyl stearoyl stearate', 'hordeum vulgare barley extrait dorge', 'triticum vulgare wheat germ', 'glycyrrhiza glabra licorice root', 'pyrus malus apple fruit', 'cucumis sativus cucumber fruit', 'octyldodecyl neopentanoate', 'ammonium acryloyldimethyltaurate vp copolymer', 'polyglyceryl 6 polyricinoleate', 'laminaria saccharina', 'glycyrrhetinic acid', 'sucrose', 'scutellaria baicalensis root', 'lecithin', 'sodium stearoyl lactylate', 'caffeine', 'acetyl hexapeptide 8', 'cholesterol', 'tocopheryl acetate', 'tetrahexyldecyl ascorbate', 'tocopheryl linoleate oleate', 'linoleic acid', 'dimethoxytolyl propylresorcinol', 'squalane', 'sodium pca', 'urea', 'bisabolol', 'isopropyl titanium triisostearate', 'glycerin', 'oryzanol', 'sodium hyaluronate', 'trehalose', 'polyquaternium 51', 'stearic acid', 'silica', 'ergothioneine', 'xanthan gum', 'pentaerythrityl tetra di t butyl hydroxyhydrocinnamate', 'alumina', 'disodium edta', 'phenoxyethanol', 'sodium dehydroacetate', 'chlorphenesin', 'iron oxides iron oxides', 'zinc oxide color index77497', 'titanium dioxide color index77891', 'iron oxides iron oxides', 'iron oxides iron oxides']"
2,0,Immortelle Divine Cream,L'OCCITANE,110,3.9,"['water', 'c12 15 alkyl benzoate', 'caprylic capric triglyceride', 'glycerin', 'oenothera biennis evening primrose', 'dimethicone', 'cetyl stearyl alcohol', 'tapioca starch', 'ascorbyl glucoside', 'glyceryl stearate', 'camelina sativa seed', 'hydroxyethyl acrylate sodium acryloyldimethyl taurate copolymer', 'cetyl alcohol', 'helichrysum italicum flower', 'myrtus communis', 'borago officinalis seed', 'helichrysum italicum', 'echium plantagineum seed', 'menyanthes trifoliata leaf', 'bellis perennis daisy flower', 'helianthus annuus sunflower seed', 'rosmarinus officinalis rosemary leaf', 'mel mel', 'polysorbate 60', 'sodium hyaluronate', 'sodium citrate', 'palmitic acid', 'cetyl palmitate', 'cetearyl glucoside', 'stearic acid', 'glyceryl linoleate', 'sucrose palmitate', 'sorbitan isostearate', 'copper gluconate', 'magnesium aspartate', 'peg100 stearate', 'disodium edta', 'ethylhexylglycerin', 'phenoxyethanol', 'chlorphenesin', 'potassium sorbate', 'sodium benzoate', 'tocopheryl acetate', 'zinc gluconate', 'tocopherol', 'parfum parfume', 'linalool', 'benzyl salicylate', 'limonene', 'geraniol', 'citral']"
2,6,Oil Free Moisturizer,KATE SOMERVILLE,65,4.2,"['water', 'isocetyl stearate', 'pentaerythrityl tetracaprylate tetracaprate', 'c12 15 alkyl benzoate', 'polyamide 5', 'xylitylglucoside', 'anhydroxylitol', 'xylitol', 'dipalmitoyl hydroxyproline', 'peg ppg18 18 dimethicone', 'behenyl alcohol', 'pullulan', 'cetearyl ethylhexanoate', 'sodium polyacrylate', 'dimethicone', 'cyclopentasiloxane', 'butylene glycol', 'trideceth 6', 'algae', 'triethanolamine', 'ahnfeltiopsis concinna', 'ethylhexylglycerin', 'phenoxyethanol', 'adenosine']"
6,15,CC Cream Daily Correct Broad Spectrum SPF 35+ Sunscreen,SUPERGOOP!,34,4.4,"['water', 'cyclopentasiloxane', 'propanediol', 'dimethicone', 'iron oxides', 'lauryl peg9 polydimethylsiloxyethyl dimethicone', 'glycerin', 'phenoxyethanol', 'pyrus malus apple fruit', 'sodium chloride', 'mica', 'dimethicone peg10 15 crosspolymer', 'titanium dioxide', 'triethoxycaprylylsilane', 'silica', 'dimethicone vinyl dimethicone crosspolymer', 'chondrus crispus', 'tetrasodium edta', 'hydrolyzed chondrus crispus', 'methylisothiazolinone', 'tin oxide', 'sodium hyaluronate']"
2,0,Overnight Restorative Cream,ALGENIST,94,4.4,"['water', 'isopropyl isostearate', 'butyrospermum parkii butter butyrospermum parkii shea butter', 'glycerin', 'stearic acid', 'squalane', 'butylene glycol', 'dimethicone', 'glyceryl stearate se', 'cetyl stearyl alcohol', 'dimethicone crosspolymer', 'ascorbyl glucoside', 'pentylene glycol', 'algae exopolysaccharides', 'algae', 'tocopheryl acetate', 'citrullus vulgaris fruit citrullus vulgaris watermelon fruit', 'lens esculenta fruit lens esculenta lentil fruit', 'oleanolic acid', 'palmitoyl oligopeptide', 'palmitoyl tetrapeptide 7', 'pyrus malus fruit pyrus malus apple fruit', 'enantia chlorantha bark', 'crithmum maritimum', 'silybum marianum seed', 'caprylic capric triglyceride', 'ceteareth20', 'dimethicone', 'acrylates c10 30 alkyl acrylate crosspolymer', 'sodium hydroxide', 'caprylyl glycol', 'hydrogenated vegetable', 'hexylene glycol', 'phenoxyethanol', 'disodium edta', 'parfume', 'sodium pca', 'carbomer', 'polysorbate 20', 'sodium lactate', 'ethylhexylglycerin']"
